jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
NKs,topic3,11:30193257-30203257;NM_009260.2..Sptbn1,Sptbn1,311,#006400
NKs,topic3,14:65093106-65103106;NM_018788.3..Extl3,Extl3,311,#006400
NKs,topic3,2:11637791-11647791;NM_008367.3..Il2ra,Il2ra,311,#006400
NKs,topic3,2:164943218-164953218;NM_013599.4..Mmp9,Mmp9,311,#006400
NKs,topic3,5:124182182-124192182;NM_001289472.1..Pitpnm2,Pitpnm2,311,#006400
NKs,topic3,6:130021954-130031954;NM_008464.2..Klra6,Klra6,311,#006400
NKs,topic3,7:126470130-126480130;NM_001081459.2..Sh2b1,Sh2b1,311,#006400
NKs,topic3,7:19916143-19926143;NM_027514.2..Pvr,Pvr,311,#006400
NKs,topic3,7:63911856-63921856;NM_001256311.1..E030018B13Rik,E030018B13Rik,311,#006400
NKs,topic3,7:74549780-74559780;NM_001038643.1..Slco3a1,Slco3a1,311,#006400
NKs,topic3,9:59651367-59661367;NM_001253883.1..Pkm,Pkm,311,#006400
NKs,topic3,10:39364798-39374798;NM_001122892.1..Fyn,Fyn,321,#006400
NKs,topic3,11:95909871-95919871;NM_008081.3..B4galnt2,B4galnt2,321,#006400
NKs,topic3,16:44327838-44337838;NM_001159419.1..Sidt1,Sidt1,321,#006400
NKs,topic3,16:46115248-46125248;NM_032465.2..Cd96,Cd96,321,#006400
NKs,topic3,17:35197007-35207007;NM_001278601.1..Tnf,Tnf,321,#006400
NKs,topic3,2:25418241-25428241;NM_001289453.1..Fut7,Fut7,321,#006400
NKs,topic3,5:134224625-134234625;NM_001286037.1..Ncf1,Ncf1,321,#006400
NKs,topic3,6:54034931-54044931;NM_001163640.1..Chn2,Chn2,321,#006400
NKs,topic3,7:27328663-27338663;NM_001310678.1..Ltbp4,Ltbp4,321,#006400
NKs,topic3,1:172201781-172211781;NM_011063.2..Pea15a,Pea15a,330.5,#006400
NKs,topic3,1:21956942-21966942;NM_001160139.1..Kcnq5,Kcnq5,330.5,#006400
NKs,topic3,1:94047553-94057553;NM_008798.2..Pdcd1,Pdcd1,330.5,#006400
NKs,topic3,11:121697426-121707426;NM_144797.3..Metrnl,Metrnl,330.5,#006400
NKs,topic3,14:55087048-55097048;NM_001039198.1..Zfhx2,Zfhx2,330.5,#006400
NKs,topic3,15:79927646-79937646;NM_144811.3..Cbx7,Cbx7,330.5,#006400
NKs,topic3,7:125547281-125557281;NM_001008700.3..Il4ra,Il4ra,330.5,#006400
NKs,topic3,7:144548729-144558729;NM_001033319.2..Ppfia1,Ppfia1,330.5,#006400
NKs,topic3,9:24498140-24508140;NM_172920.4..Dpy19l1,Dpy19l1,330.5,#006400
NKs,topic3,9:44494135-44504135;NM_030256.2..Bcl9l,Bcl9l,330.5,#006400
NKs,topic3,10:118436045-118446045;NM_008337.4..Ifng,Ifng,339,#006400
NKs,topic3,11:101660540-101670540;NM_025404.3..Arl4d,Arl4d,339,#006400
NKs,topic3,19:40266616-40276616;NM_016861.4..Pdlim1,Pdlim1,339,#006400
NKs,topic3,3:90598769-90608769;NM_011311.2..S100a4,S100a4,339,#006400
NKs,topic3,4:44162538-44172538;NM_175201.5..Rnf38,Rnf38,339,#006400
NKs,topic3,6:125232027-125242027;NM_001033126.2..Cd27,Cd27,339,#006400
NKs,topic3,7:101576161-101586161;NM_019915.2..Art2b,Art2b,339,#006400
NKs,topic3,1:21957650-21967650;NM_001310477.1..Kcnq5,Kcnq5,345.5,#006400
NKs,topic3,11:49707722-49717722;NM_212484.2..Cnot6,Cnot6,345.5,#006400
NKs,topic3,19:11370487-11380487;NM_001310331.1..Ms4a4a,Ms4a4a,345.5,#006400
NKs,topic3,2:25418693-25428693;NM_001177366.1..Fut7,Fut7,345.5,#006400
NKs,topic3,5:72637752-72647752;NM_007723.2..Cnga1,Cnga1,345.5,#006400
NKs,topic3,8:4488404-4498404;NM_026058.4..Cers4,Cers4,345.5,#006400
NKs,topic3,11:61648320-61658320;NM_027817.3..Grap,Grap,353,#006400
NKs,topic3,11:75343432-75353432;NM_001102611.1..Smyd4,Smyd4,353,#006400
NKs,topic3,15:100715477-100725477;NM_001161768.1..Galnt6,Galnt6,353,#006400
NKs,topic3,17:23798186-23808186;NM_175229.3..Srrm2,Srrm2,353,#006400
NKs,topic3,2:9873600-9883600;NM_008091.3..Gata3,Gata3,353,#006400
NKs,topic3,4:128613619-128623619;NM_205823.2..Tlr12,Tlr12,353,#006400
NKs,topic3,5:142396496-142406496;NM_199068.2..Foxk1,Foxk1,353,#006400
NKs,topic3,7:127213445-127223445;NM_017461.2..Sept1,Sept1,353,#006400
NKs,topic3,8:34149562-34159562;NM_026432.3..Saraf,Saraf,353,#006400
NKs,topic3,1:60561765-60571765;NM_001045513.3..Raph1,Raph1,361.5,#006400
NKs,topic3,10:13961378-13971378;NM_010437.2..Hivep2,Hivep2,361.5,#006400
NKs,topic3,11:67527997-67537997;NM_008088.5..Gas7,Gas7,361.5,#006400
NKs,topic3,15:35291111-35301111;NM_054049.2..Osr2,Osr2,361.5,#006400
NKs,topic3,3:57731061-57741061;NM_001113413.2..Rnf13,Rnf13,361.5,#006400
NKs,topic3,5:120772659-120782659;NM_145226.2..Oas3,Oas3,361.5,#006400
NKs,topic3,9:21363531-21373531;NM_001277322.1..Ilf3,Ilf3,361.5,#006400
NKs,topic3,X:167065370-167075370;NM_001101606.1..Gm8817,Gm8817,361.5,#006400
NKs,topic3,1:164930510-164940510;NM_008510.1..Xcl1,Xcl1,368,#006400
NKs,topic3,1:37531404-37541404;NM_001290801.1..Mgat4a,Mgat4a,368,#006400
NKs,topic3,11:21086323-21096323;NM_023324.2..Peli1,Peli1,368,#006400
NKs,topic3,2:36099060-36109060;NM_001083126.1..Lhx6,Lhx6,368,#006400
NKs,topic3,4:155648384-155658384;NM_011985.3..Mmp23,Mmp23,368,#006400
NKs,topic3,11:68427124-68437124;NM_177320.2..Pik3r5,Pik3r5,374,#006400
NKs,topic3,12:82165015-82175015;NM_001167983.1..Sipa1l1,Sipa1l1,374,#006400
NKs,topic3,4:150915154-150925154;NM_001077508.1..Tnfrsf9,Tnfrsf9,374,#006400
NKs,topic3,5:147071572-147081572;NM_080795.4..Lnx2,Lnx2,374,#006400
NKs,topic3,7:118111147-118121147;NM_170669.2..Rps15a,Rps15a,374,#006400
NKs,topic3,7:142466842-142476842;NM_001271508.1..Lsp1,Lsp1,374,#006400
NKs,topic3,7:80857107-80867107;NM_009553.2..Zscan2,Zscan2,374,#006400
NKs,topic3,10:19351538-19361538;NM_053008.2..Olig3,Olig3,382,#006400
NKs,topic3,10:42855511-42865511;NM_172938.3..Scml4,Scml4,382,#006400
NKs,topic3,11:119350510-119360510;NM_018822.3..Sgsh,Sgsh,382,#006400
NKs,topic3,14:20789088-20799088;NM_001039138.2..Camk2g,Camk2g,382,#006400
NKs,topic3,16:46005413-46015413;NM_001134480.1..Plcxd2,Plcxd2,382,#006400
NKs,topic3,17:51828290-51838290;NM_001163632.1..Satb1,Satb1,382,#006400
NKs,topic3,3:87763953-87773953;NM_001032413.1..Pear1,Pear1,382,#006400
NKs,topic3,4:149696629-149706629;NM_001029837.2..Pik3cd,Pik3cd,382,#006400
NKs,topic3,6:129573285-129583285;NM_153590.3..Klre1,Klre1,382,#006400
NKs,topic3,13:70632634-70642634;NM_144837.3..Ice1,Ice1,390,#006400
NKs,topic3,2:59641768-59651768;NM_001290659.1..Tanc1,Tanc1,390,#006400
NKs,topic3,3:106542797-106552797;NM_001025582.2..Dram2,Dram2,390,#006400
NKs,topic3,5:24597002-24607002;NM_025891.3..Smarcd3,Smarcd3,390,#006400
NKs,topic3,7:72301595-72311595;NM_001024703.1..Mctp2,Mctp2,390,#006400
NKs,topic3,8:61923086-61933086;NM_001293783.1..Ddx60,Ddx60,390,#006400
NKs,topic3,9:118473188-118483188;NM_001164789.1..Eomes,Eomes,390,#006400
NKs,topic3,1:144244104-144254104;NM_015811.2..Rgs1,Rgs1,397.5,#006400
NKs,topic3,10:93448395-93458395;NM_001313897.1..Lta4h,Lta4h,397.5,#006400
NKs,topic3,14:55580254-55590254;NM_033146.1..Emc9,Emc9,397.5,#006400
NKs,topic3,15:78567783-78577783;NM_009008.3..Rac2,Rac2,397.5,#006400
NKs,topic3,18:49974426-49984426;NM_001177759.1..Tnfaip8,Tnfaip8,397.5,#006400
NKs,topic3,4:149671089-149681089;NM_001164051.1..Pik3cd,Pik3cd,397.5,#006400
NKs,topic3,5:21367672-21377672;NM_008013.4..Fgl2,Fgl2,397.5,#006400
pDCs,topic30,9:45074182-45084182;NM_001005421.4..Amica1,Amica1,1,#32CD32
pDCs,topic30,1:36588332-36598332;NM_027957.1..Fam178b,Fam178b,2,#32CD32
pDCs,topic30,17:8237525-8247525;NM_009835.4..Ccr6,Ccr6,3,#32CD32
pDCs,topic30,17:8240057-8250057;NM_001190338.1..Ccr6,Ccr6,4,#32CD32
pDCs,topic30,1:135425491-135435491;NM_153774.1..Ipo9,Ipo9,5,#32CD32
pDCs,topic30,17:8238806-8248806;NM_001190334.1..Ccr6,Ccr6,6,#32CD32
pDCs,topic30,7:27600859-27610859;NM_007434.3..Akt2,Akt2,7,#32CD32
pDCs,topic30,17:35071941-35081941;NM_027366.1..Ly6g6e,Ly6g6e,8,#32CD32
pDCs,topic30,2:27022998-27032998;NM_001177627.1..Slc2a6,Slc2a6,9,#32CD32
pDCs,topic30,5:66145978-66155978;NM_001291226.1..Rbm47,Rbm47,10,#32CD32
pDCs,topic30,7:128124567-128134567;NM_021334.2..Itgax,Itgax,11,#32CD32
pDCs,topic30,6:124883209-124893209;NM_013488.2..Cd4,Cd4,12,#32CD32
pDCs,topic30,5:139455534-139465534;NM_028469.3..3110082I17Rik,3110082I17Rik,13,#32CD32
pDCs,topic30,11:115907016-115917016;NM_001162998.1..Smim6,Smim6,15,#32CD32
pDCs,topic30,14:30003896-30013896;NM_019583.3..Il17rb,Il17rb,15,#32CD32
pDCs,topic30,16:4518053-4528053;NM_175347.4..Srl,Srl,15,#32CD32
pDCs,topic30,2:59641768-59651768;NM_001290659.1..Tanc1,Tanc1,18,#32CD32
pDCs,topic30,7:28711781-28721781;NM_001310687.1..Fbxo17,Fbxo17,18,#32CD32
pDCs,topic30,9:40450764-40460764;NM_172768.1..Gramd1b,Gramd1b,18,#32CD32
pDCs,topic30,10:75311876-75321876;NM_009630.3..Adora2a,Adora2a,20,#32CD32
pDCs,topic30,14:30017632-30027632;NM_175343.5..Chdh,Chdh,21,#32CD32
pDCs,topic30,11:117792659-117802659;NM_029964.1..6030468B19Rik,6030468B19Rik,23,#32CD32
pDCs,topic30,17:35023016-35033016;NM_023893.4..Sapcd1,Sapcd1,23,#32CD32
pDCs,topic30,17:35695590-35705590;NM_001198833.1..Ddr1,Ddr1,23,#32CD32
pDCs,topic30,6:113496931-113506931;NM_001289699.1..Prrt3,Prrt3,26,#32CD32
pDCs,topic30,7:28711789-28721789;NM_015796.2..Fbxo17,Fbxo17,26,#32CD32
pDCs,topic30,9:123762210-123772210;NM_001166625.1..Ccr9,Ccr9,26,#32CD32
pDCs,topic30,11:118423456-118433456;NM_001204129.1..C1qtnf1,C1qtnf1,28,#32CD32
pDCs,topic30,5:144250224-144260224;NM_018772.4..Bri3,Bri3,29.5,#32CD32
pDCs,topic30,9:45190765-45200765;NM_001198971.1..BC049352,BC049352,29.5,#32CD32
pDCs,topic30,1:33903224-33913224;NM_001276764.1..Dst,Dst,31.5,#32CD32
pDCs,topic30,4:118286397-118296397;NM_011213.2..Ptprf,Ptprf,31.5,#32CD32
pDCs,topic30,17:26409964-26419964;NM_001081656.2..Neurl1b,Neurl1b,33,#32CD32
pDCs,topic30,10:13469396-13479396;NM_001195065.1..Phactr2,Phactr2,34,#32CD32
pDCs,topic30,15:79682872-79692872;NM_028792.3..Josd1,Josd1,36,#32CD32
pDCs,topic30,2:26929068-26939068;NM_198628.2..Stkld1,Stkld1,36,#32CD32
pDCs,topic30,7:3284037-3294037;NM_001093764.1..Myadm,Myadm,36,#32CD32
pDCs,topic30,11:58416110-58426110;NM_027239.2..1810065E05Rik,1810065E05Rik,38,#32CD32
pDCs,topic30,1:74120540-74130540;NM_001034060.3..Rufy4,Rufy4,39.5,#32CD32
pDCs,topic30,10:83332817-83342817;NM_177388.3..Slc41a2,Slc41a2,39.5,#32CD32
pDCs,topic30,6:112942266-112952266;NM_080448.4..Srgap3,Srgap3,41.5,#32CD32
pDCs,topic30,8:124788018-124798018;NM_198632.2..Trim67,Trim67,41.5,#32CD32
pDCs,topic30,13:51403617-51413617;NM_010101.4..S1pr3,S1pr3,43,#32CD32
pDCs,topic30,2:102701437-102711437;NM_001077515.2..Slc1a2,Slc1a2,44.5,#32CD32
pDCs,topic30,3:105927664-105937664;NM_001033780.3..I830077J02Rik,I830077J02Rik,44.5,#32CD32
pDCs,topic30,4:57296837-57306837;NM_011207.2..Ptpn3,Ptpn3,46,#32CD32
pDCs,topic30,6:128821315-128831315;NM_030599.4..Klrb1b,Klrb1b,47,#32CD32
pDCs,topic30,17:35697044-35707044;NM_001198831.1..Ddr1,Ddr1,48,#32CD32
pDCs,topic30,3:90598769-90608769;NM_011311.2..S100a4,S100a4,49,#32CD32
pDCs,topic30,16:10442350-10452350;NM_001013778.1..Tvp23a,Tvp23a,50.5,#32CD32
pDCs,topic30,4:123011596-123021596;NM_025873.2..Trit1,Trit1,50.5,#32CD32
pDCs,topic30,14:30016302-30026302;NM_172264.2..Chdh,Chdh,52,#32CD32
pDCs,topic30,2:35261743-35271743;NM_001206369.1..Gsn,Gsn,53,#32CD32
pDCs,topic30,1:33902621-33912621;NM_177235.3..Bend6,Bend6,55,#32CD32
pDCs,topic30,13:38523824-38533824;NM_001289598.1..Txndc5,Txndc5,55,#32CD32
pDCs,topic30,7:5051725-5061725;NM_001290432.1..Ccdc106,Ccdc106,55,#32CD32
pDCs,topic30,19:45040772-45050772;NM_001195265.1..Pdzd7,Pdzd7,57,#32CD32
pDCs,topic30,17:23970230-23980230;NM_013921.3..Prss30,Prss30,59.5,#32CD32
pDCs,topic30,3:105865857-105875857;NM_001174169.2..Tmigd3,Tmigd3,59.5,#32CD32
pDCs,topic30,3:89096967-89106967;NM_001253751.1..Fdps,Fdps,59.5,#32CD32
pDCs,topic30,6:52007549-52017549;NM_018773.2..Skap2,Skap2,59.5,#32CD32
pDCs,topic30,11:102800019-102810019;NM_008122.3..Gjc1,Gjc1,63,#32CD32
pDCs,topic30,7:126699220-126709220;NM_001301374.1..Coro1a,Coro1a,63,#32CD32
pDCs,topic30,9:105126805-105136805;NM_029385.2..Nudt16,Nudt16,63,#32CD32
pDCs,topic30,11:102756434-102766434;NM_001110778.2..Adam11,Adam11,66,#32CD32
pDCs,topic30,14:30003999-30013999;NM_001136240.1..Chdh,Chdh,66,#32CD32
pDCs,topic30,7:142466842-142476842;NM_001271508.1..Lsp1,Lsp1,66,#32CD32
pDCs,topic30,18:60708389-60718389;NM_008306.4..Ndst1,Ndst1,68,#32CD32
pDCs,topic30,1:193148111-193158111;NM_016851.2..Irf6,Irf6,70,#32CD32
pDCs,topic30,17:7920999-7930999;NM_145968.2..Tagap,Tagap,70,#32CD32
pDCs,topic30,5:66146954-66156954;NM_001127382.2..Rbm47,Rbm47,70,#32CD32
pDCs,topic30,7:3285555-3295555;NM_001093765.1..Myadm,Myadm,72,#32CD32
pDCs,topic30,6:142959452-142969452;NM_011374.2..St8sia1,St8sia1,73.5,#32CD32
pDCs,topic30,7:126458073-126468073;NM_007504.2..Atp2a1,Atp2a1,73.5,#32CD32
pDCs,topic30,2:27067161-27077161;NM_025376.3..Tmem8c,Tmem8c,76,#32CD32
pDCs,topic30,6:113496818-113506818;NM_172487.4..Prrt3,Prrt3,76,#32CD32
pDCs,topic30,9:112212351-112222351;NM_001177623.1..Arpp21,Arpp21,76,#32CD32
pDCs,topic30,10:34122972-34132972;NM_175449.4..Fam26f,Fam26f,78.5,#32CD32
pDCs,topic30,14:70346424-70356424;NM_001135151.1..Slc39a14,Slc39a14,78.5,#32CD32
pDCs,topic30,4:155340789-155350789;NM_001039079.2..Prkcz,Prkcz,80,#32CD32
pDCs,topic30,8:71532437-71542437;NM_198095.2..Bst2,Bst2,81,#32CD32
pDCs,topic30,11:118337534-118347534;NM_021440.2..BC100451,BC100451,82.5,#32CD32
pDCs,topic30,5:36983982-36993982;NM_011716.2..Wfs1,Wfs1,82.5,#32CD32
pDCs,topic30,13:38523484-38533484;NM_145367.4..Txndc5,Txndc5,86,#32CD32
pDCs,topic30,15:37787000-37797000;NM_001170866.1..Ncald,Ncald,86,#32CD32
pDCs,topic30,17:25574173-25584173;NM_029624.4..Lmf1,Lmf1,86,#32CD32
pDCs,topic30,2:26928511-26938511;NM_011512.3..Surf4,Surf4,86,#32CD32
pDCs,topic30,2:30261720-30271720;NM_001281829.1..Phyhd1,Phyhd1,86,#32CD32
pDCs,topic30,11:82947101-82957101;NM_183201.4..Slfn5,Slfn5,89.5,#32CD32
pDCs,topic30,4:135115644-135125644;NM_019732.2..Runx3,Runx3,89.5,#32CD32
pDCs,topic30,10:57626980-57636980;NM_001039051.2..Pkib,Pkib,93,#32CD32
pDCs,topic30,17:35699139-35709139;NM_007584.2..Ddr1,Ddr1,93,#32CD32
pDCs,topic30,5:75151165-75161165;NM_001083316.1..Pdgfra,Pdgfra,93,#32CD32
pDCs,topic30,6:108208095-108218095;NM_010585.5..Itpr1,Itpr1,93,#32CD32
pDCs,topic30,7:47003414-47013414;NM_175318.4..Spty2d1,Spty2d1,93,#32CD32
pDCs,topic30,17:34639882-34649882;NM_019873.2..Fkbpl,Fkbpl,97.5,#32CD32
pDCs,topic30,17:35069464-35079464;NM_033478.2..Ly6g6d,Ly6g6d,97.5,#32CD32
pDCs,topic30,2:118767768-118777768;NM_001145644.1..Phgr1,Phgr1,97.5,#32CD32
pDCs,topic30,2:164852708-164862708;NM_011125.2..Pltp,Pltp,97.5,#32CD32
pDCs,topic30,9:112212261-112222261;NM_001177617.1..Arpp21,Arpp21,100,#32CD32
pDCs,topic30,1:92970346-92980346;NM_001271766.1..Gpr35,Gpr35,103,#32CD32
pDCs,topic30,10:60747782-60757782;NM_023596.3..Slc29a3,Slc29a3,103,#32CD32
pDCs,topic30,11:116408032-116418032;NM_027258.1..Rnf157,Rnf157,103,#32CD32
pDCs,topic30,4:124695698-124705698;NM_010213.3..Fhl3,Fhl3,103,#32CD32
pDCs,topic30,6:42400528-42410528;NM_199159.1..Tas2r135,Tas2r135,103,#32CD32
pDCs,topic30,1:74119447-74129447;NM_027884.3..Tns1,Tns1,106.5,#32CD32
pDCs,topic30,4:130908333-130918333;NM_010686.3..Laptm5,Laptm5,106.5,#32CD32
pDCs,topic30,1:170272323-170282323;NM_012009.4..Sh2d1b1,Sh2d1b1,108.5,#32CD32
pDCs,topic30,7:30951803-30961803;NM_011680.2..Usf2,Usf2,108.5,#32CD32
pDCs,topic30,7:98157342-98167342;NM_001301250.1..Capn5,Capn5,111,#32CD32
pDCs,topic30,8:121902686-121912686;NM_011404.3..Slc7a5,Slc7a5,111,#32CD32
pDCs,topic30,9:124097182-124107182;NM_009915.2..Ccr2,Ccr2,111,#32CD32
pDCs,topic30,1:92897906-92907906;NM_172850.3..Ankmy1,Ankmy1,115.5,#32CD32
pDCs,topic30,12:100774122-100784122;NM_145448.4..9030617O03Rik,9030617O03Rik,115.5,#32CD32
pDCs,topic30,5:135989799-135999799;NM_001256096.1..Dtx2,Dtx2,115.5,#32CD32
pDCs,topic30,7:28820337-28830337;NM_016772.1..Ech1,Ech1,115.5,#32CD32
pDCs,topic30,7:55763183-55773183;NM_001310738.1..Siglech,Siglech,115.5,#32CD32
pDCs,topic30,9:45112875-45122875;NM_001014761.2..Scn2b,Scn2b,115.5,#32CD32
pDCs,topic30,10:39364798-39374798;NM_001122892.1..Fyn,Fyn,121,#32CD32
pDCs,topic30,10:79783985-79793985;NM_001042710.1..Prss57,Prss57,121,#32CD32
pDCs,topic30,17:27498533-27508533;NM_001013385.2..Grm4,Grm4,121,#32CD32
pDCs,topic30,4:47348221-47358221;NM_001312868.1..Tgfbr1,Tgfbr1,121,#32CD32
pDCs,topic30,5:113645390-113655390;NM_008153.3..Cmklr1,Cmklr1,121,#32CD32
pDCs,topic30,10:79874666-79884666;NM_011178.2..Prtn3,Prtn3,125,#32CD32
pDCs,topic30,2:38506696-38516696;NM_021606.3..Nek6,Nek6,125,#32CD32
pDCs,topic30,7:5051151-5061151;NM_001290429.1..Ccdc106,Ccdc106,125,#32CD32
pDCs,topic30,13:64243538-64253538;NM_001122989.1..Cdc14b,Cdc14b,128.5,#32CD32
pDCs,topic30,2:27062868-27072868;NM_001159602.1..Tmem8c,Tmem8c,128.5,#32CD32
pDCs,topic30,4:43478709-43488709;NM_019436.3..Sit1,Sit1,128.5,#32CD32
pDCs,topic30,9:32219248-32229248;NM_177379.4..Arhgap32,Arhgap32,128.5,#32CD32
pDCs,topic30,15:82269934-82279934;NM_011889.2..Sept3,Sept3,132.5,#32CD32
pDCs,topic30,4:43579494-43589494;NM_001099314.1..Msmp,Msmp,132.5,#32CD32
pDCs,topic30,5:138220903-138230903;NM_001013773.3..Nxpe5,Nxpe5,132.5,#32CD32
pDCs,topic30,8:3715651-3725651;NM_029465.3..Clec4g,Clec4g,132.5,#32CD32
pDCs,topic30,17:5435260-5445260;NM_027457.4..Tmem242,Tmem242,135.5,#32CD32
pDCs,topic30,2:26117811-26127811;NM_026495.3..Nacc2,Nacc2,135.5,#32CD32
pDCs,topic30,1:134327928-134337928;NM_001144855.1..Ppfia4,Ppfia4,142,#32CD32
pDCs,topic30,1:64951824-64961824;NM_001039493.1..Plekhm3,Plekhm3,142,#32CD32
pDCs,topic30,1:85956055-85966055;NM_001033290.2..Gpr55,Gpr55,142,#32CD32
pDCs,topic30,14:57519828-57529828;NM_145837.3..Il17d,Il17d,142,#32CD32
pDCs,topic30,16:11061297-11071297;NM_009223.3..Snn,Snn,142,#32CD32
pDCs,topic30,2:165357119-165367119;NM_001005425.1..Zfp663,Zfp663,142,#32CD32
pDCs,topic30,4:130939384-130949384;NM_010769.2..Matn1,Matn1,142,#32CD32
pDCs,topic30,5:120506191-120516191;NM_001177594.1..Slc8b1,Slc8b1,142,#32CD32
pDCs,topic30,7:45098822-45108822;NM_010189.3..Fcgrt,Fcgrt,142,#32CD32
pDCs,topic30,7:98173274-98183274;NM_007602.4..Capn5,Capn5,142,#32CD32
pDCs,topic30,7:98194475-98204475;NM_001081167.1..B3gnt6,B3gnt6,142,#32CD32
pDCs,topic30,11:60100012-60110012;NM_009021.2..Rai1,Rai1,149.5,#32CD32
pDCs,topic30,15:80567596-80577596;NM_001289442.1..Grap2,Grap2,149.5,#32CD32
pDCs,topic30,5:149434659-149444659;NM_001310763.1..Tex26,Tex26,149.5,#32CD32
pDCs,topic30,6:124906705-124916705;NM_008479.2..Lag3,Lag3,149.5,#32CD32
pDCs,topic30,11:121034478-121044478;NM_009854.2..Cd7,Cd7,155,#32CD32
pDCs,topic30,11:58949684-58959684;NM_178218.4..Hist3h2a,Hist3h2a,155,#32CD32
pDCs,topic30,11:70161622-70171622;NM_001204252.1..Clec10a,Clec10a,155,#32CD32
pDCs,topic30,12:85172313-85182313;NM_008827.3..Pgf,Pgf,155,#32CD32
pDCs,topic30,16:10780536-10790536;NM_001271603.1..Socs1,Socs1,155,#32CD32
pDCs,topic30,6:125126882-125136882;NM_138747.2..Nop2,Nop2,155,#32CD32
pDCs,topic30,8:71537929-71547929;NM_028617.2..Mvb12a,Mvb12a,155,#32CD32
pDCs,topic30,1:131683694-131693694;NM_001311096.1..Rab7b,Rab7b,161.5,#32CD32
pDCs,topic30,10:34202551-34212551;NM_172508.2..Dse,Dse,161.5,#32CD32
pDCs,topic30,11:59843072-59853072;NM_134029.2..Nt5m,Nt5m,161.5,#32CD32
pDCs,topic30,6:129403861-129413861;NM_001205363.1..Clec9a,Clec9a,161.5,#32CD32
pDCs,topic30,7:3285554-3295554;NM_016969.2..Myadm,Myadm,161.5,#32CD32
pDCs,topic30,8:121902832-121912832;NM_001033485.2..BC048644,BC048644,161.5,#32CD32
pDCs,topic30,2:26498822-26508822;NM_008714.3..Notch1,Notch1,165.5,#32CD32
pDCs,topic30,5:75147290-75157290;NM_011058.2..Pdgfra,Pdgfra,165.5,#32CD32
pDCs,topic30,1:134188447-134198447;NM_016749.2..Mybph,Mybph,169,#32CD32
pDCs,topic30,1:135813597-135823597;NM_133664.3..Lad1,Lad1,169,#32CD32
pDCs,topic30,1:39473747-39483747;NM_018775.4..Tbc1d8,Tbc1d8,169,#32CD32
pDCs,topic30,1:92968118-92978118;NM_001104529.1..Gpr35,Gpr35,169,#32CD32
pDCs,topic30,6:51427669-51437669;NM_010903.1..Nfe2l3,Nfe2l3,169,#32CD32
pDCs,topic30,15:7135541-7145541;NM_013584.2..Lifr,Lifr,174,#32CD32
pDCs,topic30,18:35113911-35123911;NM_009818.1..Ctnna1,Ctnna1,174,#32CD32
pDCs,topic30,4:135568620-135578620;NM_001013756.1..Grhl3,Grhl3,174,#32CD32
pDCs,topic30,6:54811915-54821915;NM_199143.2..Znrf2,Znrf2,174,#32CD32
pDCs,topic30,9:83436099-83446099;NM_027448.2..Lca5,Lca5,174,#32CD32
pDCs,topic30,1:40676711-40686711;NM_001033289.2..Slc9a2,Slc9a2,178,#32CD32
pDCs,topic30,17:28481149-28491149;NM_010220.4..Fkbp5,Fkbp5,178,#32CD32
pDCs,topic30,3:90384938-90394938;NM_001316688.1..Slc27a3,Slc27a3,178,#32CD32
pDCs,topic30,1:89065461-89075461;NM_133816.2..Sh3bp4,Sh3bp4,181.5,#32CD32
pDCs,topic30,15:97716150-97726150;NM_008902.3..Endou,Endou,181.5,#32CD32
pDCs,topic30,16:58713724-58723724;NM_001162955.1..Gpr15,Gpr15,181.5,#32CD32
pDCs,topic30,9:45199075-45209075;NM_145403.2..Tmprss4,Tmprss4,181.5,#32CD32
pDCs,topic30,11:98955470-98965470;NM_001176528.1..Rara,Rara,186.5,#32CD32
pDCs,topic30,13:40912633-40922633;NM_133219.1..Gcnt2,Gcnt2,186.5,#32CD32
pDCs,topic30,15:80666846-80676846;NM_145986.2..Fam83f,Fam83f,186.5,#32CD32
pDCs,topic30,5:113795358-113805358;NM_146162.2..Tmem119,Tmem119,186.5,#32CD32
pDCs,topic30,5:139418178-139428178;NM_029771.3..Gper1,Gper1,186.5,#32CD32
pDCs,topic30,9:14735733-14745733;NM_177905.3..Piwil4,Piwil4,186.5,#32CD32
pDCs,topic30,14:70343433-70353433;NM_001135152.1..Slc39a14,Slc39a14,192.5,#32CD32
pDCs,topic30,14:72705003-72715003;NM_207636.2..Fndc3a,Fndc3a,192.5,#32CD32
pDCs,topic30,14:7997901-8007901;NM_025341.3..Abhd6,Abhd6,192.5,#32CD32
pDCs,topic30,2:79630424-79640424;NM_080558.4..Ssfa2,Ssfa2,192.5,#32CD32
pDCs,topic30,7:141271786-141281786;NM_001114322.1..Cdhr5,Cdhr5,192.5,#32CD32
pDCs,topic30,9:21126275-21136275;NM_001205312.1..Tyk2,Tyk2,192.5,#32CD32
pDCs,topic30,14:118671931-118681931;NM_001163675.1..Abcc4,Abcc4,198,#32CD32
pDCs,topic30,17:8231042-8241042;NM_001190333.1..Ccr6,Ccr6,198,#32CD32
pDCs,topic30,4:115823091-115833091;NM_175308.4..Mob3c,Mob3c,198,#32CD32
pDCs,topic30,7:45679021-45689021;NM_001033356.3..Ntn5,Ntn5,198,#32CD32
pDCs,topic30,8:122455692-122465692;NM_013914.2..Snai3,Snai3,198,#32CD32
